Area Code (M49),Area,Year,Unit,Value,Flag,Flag Description,Note
348,Hungary,2014,t,5640,A,Official figure,
348,Hungary,2015,t,3034,A,Official figure,
348,Hungary,2016,t,12559,A,Official figure,
348,Hungary,2017,t,13055,A,Official figure,
348,Hungary,2018,t,17850,A,Official figure,
348,Hungary,2019,t,22840,A,Official figure,
348,Hungary,2020,t,9250,A,Official figure,
348,Hungary,2021,t,10790,A,Official figure,
348,Hungary,2022,t,7880,A,Official figure,
348,Hungary,2023,t,12370,A,Official figure,
348,Hungary,2024,t,24510,A,Official figure,
372,Ireland,1991,t,2648.39,I,Value imputed by a receiving agency,
372,Ireland,1992,t,7331.58,I,Value imputed by a receiving agency,
372,Ireland,1993,t,6701.95,I,Value imputed by a receiving agency,
372,Ireland,1994,t,7642.47,I,Value imputed by a receiving agency,
372,Ireland,1995,t,6852.62,I,Value imputed by a receiving agency,
372,Ireland,1996,t,8107.18,I,Value imputed by a receiving agency,
372,Ireland,1997,t,8344.35,I,Value imputed by a receiving agency,
372,Ireland,1998,t,9940.2,I,Value imputed by a receiving agency,
372,Ireland,1999,t,14460.13,I,Value imputed by a receiving agency,
372,Ireland,2000,t,3076.3,I,Value imputed by a receiving agency,
372,Ireland,2001,t,3419.19,I,Value imputed by a receiving agency,
372,Ireland,2002,t,2826.37,I,Value imputed by a receiving agency,
372,Ireland,2003,t,4917.32,I,Value imputed by a receiving agency,
372,Ireland,2004,t,5965.89,I,Value imputed by a receiving agency,
372,Ireland,2005,t,7477.34,I,Value imputed by a receiving agency,
372,Ireland,2006,t,6700,A,Official figure,
372,Ireland,2007,t,8900,A,Official figure,
372,Ireland,2008,t,2223.97,I,Value imputed by a receiving agency,
372,Ireland,2009,t,2500,E,Estimated value,
372,Ireland,2010,t,2800,E,Estimated value,
372,Ireland,2011,t,2300,E,Estimated value,
372,Ireland,2012,t,1800,E,Estimated value,
372,Ireland,2013,t,1800,E,Estimated value,
372,Ireland,2014,t,1313.27,E,Estimated value,
372,Ireland,2015,t,1630.81,I,Value imputed by a receiving agency,
372,Ireland,2016,t,1463.33,E,Estimated value,
372,Ireland,2017,t,1478,E,Estimated value,
380,Italy,1961,t,25000,A,Official figure,
380,Italy,1962,t,16670,A,Official figure,
380,Italy,1963,t,13050,A,Official figure,
380,Italy,1964,t,12430,A,Official figure,
380,Italy,1965,t,13460,A,Official figure,
380,Italy,1966,t,13200,A,Official figure,
380,Italy,1967,t,12510,A,Official figure,
380,Italy,1968,t,10660,A,Official figure,
380,Italy,1969,t,8220,A,Official figure,
380,Italy,1970,t,7200,A,Official figure,
380,Italy,1971,t,3540,A,Official figure,
380,Italy,1972,t,2579,A,Official figure,
380,Italy,1973,t,2910,A,Official figure,
380,Italy,1974,t,2496,A,Official figure,
380,Italy,1975,t,1900,A,Official figure,
380,Italy,1976,t,1600,A,Official figure,
380,Italy,1977,t,1700,A,Official figure,
380,Italy,1978,t,1400,A,Official figure,
380,Italy,1979,t,1400,A,Official figure,
380,Italy,1980,t,2100,A,Official figure,
380,Italy,1981,t,1568,A,Official figure,
380,Italy,1982,t,5200,A,Official figure,
380,Italy,1983,t,7000,A,Official figure,
380,Italy,1984,t,12500,A,Official figure,
380,Italy,1985,t,2800,X,Figure from external organization,Unofficial figure
380,Italy,1986,t,2200,X,Figure from external organization,Unofficial figure
380,Italy,1987,t,4000,X,Figure from external organization,Unofficial figure
380,Italy,1988,t,1000,A,Official figure,
380,Italy,1989,t,970,A,Official figure,
380,Italy,1990,t,1060,X,Figure from external organization,Unofficial figure
380,Italy,1991,t,5530,X,Figure from external organization,Unofficial figure
380,Italy,1992,t,9865,X,Figure from external organization,Unofficial figure
380,Italy,1993,t,11613,A,Official figure,
380,Italy,1994,t,11533,A,Official figure,
380,Italy,1995,t,14291,A,Official figure,
380,Italy,1996,t,14256,X,Figure from external organization,Unofficial figure
380,Italy,1997,t,28200,A,Official figure,
380,Italy,1998,t,30500,A,Official figure,
380,Italy,1999,t,21419,A,Official figure,
380,Italy,2000,t,20185,A,Official figure,
380,Italy,2001,t,34800,A,Official figure,
380,Italy,2002,t,31356,A,Official figure,
380,Italy,2003,t,37900,A,Official figure,
380,Italy,2004,t,35484,A,Official figure,
380,Italy,2005,t,29157,A,Official figure,
380,Italy,2006,t,27013,A,Official figure,
380,Italy,2007,t,42459,A,Official figure,
380,Italy,2008,t,48348,A,Official figure,
380,Italy,2009,t,53500,A,Official figure,
380,Italy,2010,t,75800,A,Official figure,
380,Italy,2011,t,76150,A,Official figure,
380,Italy,2012,t,67405.8,A,Official figure,
380,Italy,2013,t,116218.4,A,Official figure,
380,Italy,2014,t,135261.4,A,Official figure,
380,Italy,2015,t,126698.3,A,Official figure,
380,Italy,2016,t,91974.6,A,Official figure,
380,Italy,2017,t,95960,A,Official figure,
380,Italy,2018,t,107340,A,Official figure,
380,Italy,2019,t,106110,A,Official figure,
380,Italy,2020,t,109840,A,Official figure,
380,Italy,2021,t,96250,A,Official figure,
380,Italy,2022,t,75690,A,Official figure,
380,Italy,2023,t,70820,A,Official figure,
380,Italy,2024,t,67070,A,Official figure,
400,Jordan,2023,t,6695,A,Official figure,
400,Jordan,2024,t,4770.72,A,Official figure,
398,Kazakhstan,1992,t,88000,A,Official figure,
398,Kazakhstan,1993,t,40000,X,Figure from external organization,Unofficial figure
398,Kazakhstan,1994,t,32733.41,I,Value imputed by a receiving agency,
398,Kazakhstan,1995,t,31440,A,Official figure,
398,Kazakhstan,1996,t,41370,A,Official figure,
398,Kazakhstan,1997,t,35270,A,Official figure,
398,Kazakhstan,1998,t,19000,A,Official figure,
398,Kazakhstan,1999,t,73800,A,Official figure,
398,Kazakhstan,2000,t,17915,A,Official figure,
398,Kazakhstan,2001,t,21619,A,Official figure,
398,Kazakhstan,2002,t,23978,A,Official figure,
398,Kazakhstan,2003,t,25652,A,Official figure,
398,Kazakhstan,2004,t,25071,A,Official figure,
398,Kazakhstan,2005,t,52770,A,Official figure,
398,Kazakhstan,2006,t,50527,A,Official figure,
398,Kazakhstan,2007,t,47846,A,Official figure,
398,Kazakhstan,2008,t,36750,A,Official figure,
398,Kazakhstan,2009,t,42840,A,Official figure,
398,Kazakhstan,2010,t,110026,A,Official figure,
398,Kazakhstan,2011,t,303837.8,A,Official figure,
398,Kazakhstan,2012,t,338169.5,A,Official figure,
398,Kazakhstan,2013,t,276840.1,A,Official figure,
398,Kazakhstan,2014,t,299818,A,Official figure,
398,Kazakhstan,2015,t,644597.3,A,Official figure,
398,Kazakhstan,2016,t,445002.2,A,Official figure,
398,Kazakhstan,2017,t,259521.3,A,Official figure,
398,Kazakhstan,2018,t,117053.8,A,Official figure,
398,Kazakhstan,2019,t,107636.5,A,Official figure,
398,Kazakhstan,2020,t,95956.5,A,Official figure,
398,Kazakhstan,2021,t,57639.9,A,Official figure,
398,Kazakhstan,2022,t,58522.2,A,Official figure,
398,Kazakhstan,2023,t,34750.2,A,Official figure,
398,Kazakhstan,2024,t,86800.6,A,Official figure,
428,Latvia,2018,t,25300,A,Official figure,
428,Latvia,2019,t,13500,A,Official figure,
428,Latvia,2020,t,16800,A,Official figure,
428,Latvia,2021,t,14300,A,Official figure,
428,Latvia,2022,t,25300,A,Official figure,
428,Latvia,2023,t,19300,A,Official figure,
428,Latvia,2024,t,24800,A,Official figure,
440,Lithuania,1999,t,200,A,Official figure,
440,Lithuania,2000,t,800,A,Official figure,
440,Lithuania,2001,t,1100,A,Official figure,
440,Lithuania,2004,t,100,A,Official figure,
440,Lithuania,2005,t,300,A,Official figure,
440,Lithuania,2006,t,400,A,Official figure,
440,Lithuania,2007,t,800,A,Official figure,
440,Lithuania,2008,t,200,A,Official figure,
440,Lithuania,2009,t,100,A,Official figure,
440,Lithuania,2010,t,900,A,Official figure,
440,Lithuania,2011,t,1400,A,Official figure,
440,Lithuania,2012,t,1500,A,Official figure,
440,Lithuania,2013,t,1300,A,Official figure,
440,Lithuania,2014,t,1200,A,Official figure,
440,Lithuania,2015,t,206,A,Official figure,
440,Lithuania,2016,t,101,A,Official figure,
440,Lithuania,2017,t,73,A,Official figure,
440,Lithuania,2018,t,53540,A,Official figure,
440,Lithuania,2019,t,30840,A,Official figure,
440,Lithuania,2020,t,37650,A,Official figure,
440,Lithuania,2021,t,32660,A,Official figure,
440,Lithuania,2022,t,43990,A,Official figure,
440,Lithuania,2023,t,36470,A,Official figure,
440,Lithuania,2024,t,37400,A,Official figure,
442,Luxembourg,2002,t,250,E,Estimated value,
442,Luxembourg,2003,t,266.42,I,Value imputed by a receiving agency,
442,Luxembourg,2004,t,324,A,Official figure,
442,Luxembourg,2005,t,254,A,Official figure,
442,Luxembourg,2006,t,151,A,Official figure,
442,Luxembourg,2007,t,78,A,Official figure,
442,Luxembourg,2008,t,173,A,Official figure,
442,Luxembourg,2009,t,224,A,Official figure,
442,Luxembourg,2010,t,246,A,Official figure,
442,Luxembourg,2011,t,233,A,Official figure,
442,Luxembourg,2012,t,212,A,Official figure,
442,Luxembourg,2013,t,166,A,Official figure,
442,Luxembourg,2014,t,151,A,Official figure,
442,Luxembourg,2015,t,357,A,Official figure,
442,Luxembourg,2016,t,594,A,Official figure,
442,Luxembourg,2017,t,590,A,Official figure,
442,Luxembourg,2018,t,950,A,Official figure,
442,Luxembourg,2019,t,750,A,Official figure,
442,Luxembourg,2020,t,300,A,Official figure,
442,Luxembourg,2021,t,210,A,Official figure,
442,Luxembourg,2022,t,360,A,Official figure,
442,Luxembourg,2023,t,490,A,Official figure,
442,Luxembourg,2024,t,660,A,Official figure,
466,Mali,1961,t,0,A,Official figure,
466,Mali,1962,t,0,A,Official figure,
466,Mali,1963,t,0,A,Official figure,
466,Mali,1964,t,0,A,Official figure,
466,Mali,1965,t,0,A,Official figure,
466,Mali,1966,t,0,A,Official figure,
466,Mali,1967,t,0,A,Official figure,
466,Mali,1968,t,0,A,Official figure,
466,Mali,1969,t,0,A,Official figure,
466,Mali,1970,t,0,A,Official figure,
466,Mali,1971,t,0,A,Official figure,
466,Mali,1972,t,0,A,Official figure,
466,Mali,1973,t,0,A,Official figure,
466,Mali,1974,t,0,A,Official figure,
466,Mali,1975,t,0,A,Official figure,
466,Mali,1976,t,0,A,Official figure,
466,Mali,1977,t,0,A,Official figure,
466,Mali,1978,t,0,A,Official figure,
466,Mali,1979,t,0,A,Official figure,
466,Mali,1980,t,0,A,Official figure,
466,Mali,1981,t,0,A,Official figure,
466,Mali,1982,t,0,A,Official figure,
466,Mali,1983,t,100,E,Estimated value,
466,Mali,1984,t,200,E,Estimated value,
466,Mali,1985,t,650,E,Estimated value,
466,Mali,1986,t,600,E,Estimated value,
466,Mali,1987,t,760,E,Estimated value,
466,Mali,1988,t,400,E,Estimated value,
466,Mali,1989,t,300,E,Estimated value,
466,Mali,1990,t,200,E,Estimated value,
466,Mali,1991,t,100,E,Estimated value,
466,Mali,1992,t,109.52,I,Value imputed by a receiving agency,
466,Mali,1993,t,130,A,Official figure,
466,Mali,1994,t,100,E,Estimated value,
466,Mali,1995,t,108.04,I,Value imputed by a receiving agency,
466,Mali,1996,t,73,A,Official figure,
466,Mali,1997,t,100,E,Estimated value,
466,Mali,1998,t,113.77,I,Value imputed by a receiving agency,
466,Mali,1999,t,116.36,I,Value imputed by a receiving agency,
466,Mali,2000,t,118.56,I,Value imputed by a receiving agency,
466,Mali,2001,t,116.84,I,Value imputed by a receiving agency,
466,Mali,2002,t,116.98,I,Value imputed by a receiving agency,
466,Mali,2003,t,117.22,I,Value imputed by a receiving agency,
466,Mali,2004,t,117.68,I,Value imputed by a receiving agency,
466,Mali,2005,t,116.19,I,Value imputed by a receiving agency,
466,Mali,2006,t,117.99,I,Value imputed by a receiving agency,
466,Mali,2007,t,110,E,Estimated value,
466,Mali,2008,t,124.53,I,Value imputed by a receiving agency,
466,Mali,2009,t,128.9,I,Value imputed by a receiving agency,
466,Mali,2010,t,133.19,I,Value imputed by a receiving agency,
466,Mali,2011,t,137.09,I,Value imputed by a receiving agency,
466,Mali,2012,t,170,E,Estimated value,
466,Mali,2013,t,158,E,Estimated value,
466,Mali,2014,t,152.5,I,Value imputed by a receiving agency,
466,Mali,2015,t,155.84,I,Value imputed by a receiving agency,
466,Mali,2016,t,157.99,I,Value imputed by a receiving agency,
466,Mali,2017,t,157.69,I,Value imputed by a receiving agency,
466,Mali,2018,t,158.22,I,Value imputed by a receiving agency,
466,Mali,2019,t,159.87,I,Value imputed by a receiving agency,
466,Mali,2020,t,162.56,I,Value imputed by a receiving agency,
466,Mali,2021,t,165.78,I,Value imputed by a receiving agency,
466,Mali,2022,t,162.73,E,Estimated value,
466,Mali,2023,t,163.69,E,Estimated value,
466,Mali,2024,t,164.07,E,Estimated value,
470,Malta,2018,t,0,A,Official figure,
470,Malta,2019,t,0,A,Official figure,
470,Malta,2020,t,0,A,Official figure,
470,Malta,2021,t,0,A,Official figure,
470,Malta,2022,t,0,A,Official figure,
470,Malta,2023,t,0,A,Official figure,
470,Malta,2024,t,0,A,Official figure,
484,Mexico,1982,t,222,A,Official figure,
484,Mexico,1983,t,3,A,Official figure,
484,Mexico,1984,t,42,A,Official figure,
484,Mexico,1985,t,470,A,Official figure,
484,Mexico,1986,t,394,A,Official figure,
484,Mexico,1987,t,832,A,Official figure,
484,Mexico,1988,t,802,A,Official figure,
484,Mexico,1989,t,932,A,Official figure,
484,Mexico,1990,t,671,A,Official figure,
484,Mexico,1991,t,739,A,Official figure,
484,Mexico,1992,t,560,A,Official figure,
484,Mexico,1993,t,558,A,Official figure,
484,Mexico,1994,t,926,A,Official figure,
484,Mexico,1995,t,989,A,Official figure,
484,Mexico,1996,t,1680,A,Official figure,
484,Mexico,1997,t,3453,A,Official figure,
484,Mexico,1998,t,1880,A,Official figure,
484,Mexico,1999,t,5862,A,Official figure,
484,Mexico,2000,t,4240,A,Official figure,
484,Mexico,2001,t,4783,A,Official figure,
484,Mexico,2002,t,3020,A,Official figure,
484,Mexico,2003,t,2321,A,Official figure,
484,Mexico,2004,t,3295,A,Official figure,
484,Mexico,2005,t,2922,A,Official figure,
484,Mexico,2006,t,3302,A,Official figure,
484,Mexico,2007,t,3392,A,Official figure,
484,Mexico,2008,t,3863,A,Official figure,
484,Mexico,2009,t,4493,A,Official figure,
484,Mexico,2010,t,3870,A,Official figure,
484,Mexico,2011,t,3606,A,Official figure,
484,Mexico,2012,t,4279,A,Official figure,
484,Mexico,2013,t,4618,A,Official figure,
484,Mexico,2014,t,6547,A,Official figure,
484,Mexico,2015,t,8551,A,Official figure,
484,Mexico,2016,t,6052.41,A,Official figure,
484,Mexico,2017,t,5024.99,A,Official figure,
484,Mexico,2018,t,7115.47,A,Official figure,
484,Mexico,2019,t,5547.76,A,Official figure,
484,Mexico,2020,t,5625.41,A,Official figure,
484,Mexico,2021,t,6177.72,A,Official figure,
484,Mexico,2022,t,5720.89,A,Official figure,
484,Mexico,2023,t,5996.22,A,Official figure,
484,Mexico,2024,t,7264,A,Official figure,
496,Mongolia,1961,t,3000,E,Estimated value,
496,Mongolia,1962,t,3000,A,Official figure,
496,Mongolia,1963,t,3600,A,Official figure,
496,Mongolia,1964,t,4700,A,Official figure,
496,Mongolia,1965,t,4200,A,Official figure,
496,Mongolia,1966,t,1900,A,Official figure,
496,Mongolia,1967,t,2000,A,Official figure,
496,Mongolia,1968,t,1000,X,Figure from external organization,Unofficial figure
496,Mongolia,1969,t,300,X,Figure from external organization,Unofficial figure
496,Mongolia,1970,t,1700,A,Official figure,
496,Mongolia,1971,t,500,A,Official figure,
496,Mongolia,1972,t,1300,A,Official figure,
496,Mongolia,1973,t,3900,A,Official figure,
496,Mongolia,1974,t,2300,A,Official figure,
496,Mongolia,1975,t,3200,A,Official figure,
496,Mongolia,1976,t,1000,A,Official figure,
496,Mongolia,1977,t,600,A,Official figure,
496,Mongolia,1978,t,800,A,Official figure,
496,Mongolia,1979,t,700,A,Official figure,
496,Mongolia,1980,t,2400,A,Official figure,
496,Mongolia,1981,t,1400,A,Official figure,
496,Mongolia,1982,t,8900,A,Official figure,
496,Mongolia,1983,t,19200,A,Official figure,
496,Mongolia,1984,t,10600,A,Official figure,
496,Mongolia,1985,t,10500,A,Official figure,
496,Mongolia,1986,t,10400,A,Official figure,
496,Mongolia,1987,t,6100,A,Official figure,
496,Mongolia,1988,t,4500,A,Official figure,
496,Mongolia,1989,t,5600,A,Official figure,
496,Mongolia,1990,t,3038,A,Official figure,
496,Mongolia,1991,t,1600,A,Official figure,
496,Mongolia,1992,t,1300,A,Official figure,
496,Mongolia,1993,t,1155.24,I,Value imputed by a receiving agency,
496,Mongolia,1994,t,1221.16,I,Value imputed by a receiving agency,
496,Mongolia,1995,t,1312.91,I,Value imputed by a receiving agency,
496,Mongolia,1996,t,1300.73,I,Value imputed by a receiving agency,
496,Mongolia,1997,t,1290.58,I,Value imputed by a receiving agency,
496,Mongolia,1998,t,1000,E,Estimated value,
496,Mongolia,1999,t,1206.49,I,Value imputed by a receiving agency,
496,Mongolia,2000,t,1209,I,Value imputed by a receiving agency,
496,Mongolia,2001,t,1212.52,I,Value imputed by a receiving agency,
496,Mongolia,2002,t,1214.19,I,Value imputed by a receiving agency,
496,Mongolia,2003,t,1432.53,I,Value imputed by a receiving agency,
496,Mongolia,2004,t,1276.06,I,Value imputed by a receiving agency,
496,Mongolia,2005,t,1218.65,I,Value imputed by a receiving agency,
496,Mongolia,2006,t,688,A,Official figure,
496,Mongolia,2007,t,289,A,Official figure,
496,Mongolia,2008,t,492,A,Official figure,
496,Mongolia,2009,t,181,A,Official figure,
496,Mongolia,2010,t,935,A,Official figure,
496,Mongolia,2011,t,1459,A,Official figure,
496,Mongolia,2012,t,2196,A,Official figure,
496,Mongolia,2013,t,4147,A,Official figure,
496,Mongolia,2014,t,3354,A,Official figure,
496,Mongolia,2015,t,6759,A,Official figure,
496,Mongolia,2016,t,2031.3,A,Official figure,
496,Mongolia,2017,t,1549.22,A,Official figure,
496,Mongolia,2018,t,5407.89,A,Official figure,
496,Mongolia,2019,t,6116.21,A,Official figure,
496,Mongolia,2020,t,4357.68,A,Official figure,
496,Mongolia,2021,t,3386.9,A,Official figure,
496,Mongolia,2022,t,2285.3,A,Official figure,
496,Mongolia,2023,t,1602.42,A,Official figure,
496,Mongolia,2024,t,1182.52,A,Official figure,
504,Morocco,1961,t,30500,E,Estimated value,
504,Morocco,1962,t,36000,E,Estimated value,
504,Morocco,1963,t,32000,A,Official figure,
504,Morocco,1964,t,30000,A,Official figure,
504,Morocco,1965,t,33000,A,Official figure,
504,Morocco,1966,t,26000,X,Figure from external organization,Unofficial figure
504,Morocco,1967,t,32000,X,Figure from external organization,Unofficial figure
504,Morocco,1968,t,43000,X,Figure from external organization,Unofficial figure
504,Morocco,1969,t,33000,X,Figure from external organization,Unofficial figure
504,Morocco,1970,t,48300,A,Official figure,
504,Morocco,1971,t,30100,A,Official figure,
504,Morocco,1972,t,48630,A,Official figure,
504,Morocco,1973,t,81310,A,Official figure,
504,Morocco,1974,t,36760,A,Official figure,
504,Morocco,1975,t,40160,A,Official figure,
504,Morocco,1976,t,54400,A,Official figure,
504,Morocco,1977,t,19040,A,Official figure,
504,Morocco,1978,t,55000,E,Estimated value,
504,Morocco,1979,t,41000,A,Official figure,
504,Morocco,1980,t,59000,A,Official figure,
504,Morocco,1981,t,41000,A,Official figure,
504,Morocco,1982,t,32000,A,Official figure,
504,Morocco,1983,t,38000,A,Official figure,
504,Morocco,1984,t,18500,A,Official figure,
504,Morocco,1985,t,21200,A,Official figure,
504,Morocco,1986,t,20000,E,Estimated value,
504,Morocco,1987,t,18000,E,Estimated value,
504,Morocco,1988,t,16000,E,Estimated value,
504,Morocco,1989,t,14000,E,Estimated value,
504,Morocco,1990,t,12350,A,Official figure,
504,Morocco,1991,t,14355,A,Official figure,
504,Morocco,1992,t,14750,A,Official figure,
504,Morocco,1993,t,11470,A,Official figure,
504,Morocco,1994,t,14090,A,Official figure,
504,Morocco,1995,t,7800,A,Official figure,
504,Morocco,1996,t,3710,A,Official figure,
504,Morocco,1997,t,3600,A,Official figure,
504,Morocco,1998,t,3670,A,Official figure,
504,Morocco,1999,t,2920,A,Official figure,
504,Morocco,2000,t,1200,A,Official figure,
504,Morocco,2001,t,3770,A,Official figure,
504,Morocco,2002,t,2440,A,Official figure,
504,Morocco,2003,t,4790,A,Official figure,
504,Morocco,2004,t,3500,A,Official figure,
504,Morocco,2005,t,4400,A,Official figure,
504,Morocco,2006,t,4620,A,Official figure,
504,Morocco,2007,t,4550,A,Official figure,
504,Morocco,2008,t,5280,A,Official figure,
504,Morocco,2009,t,4230,A,Official figure,
504,Morocco,2010,t,10480,A,Official figure,
504,Morocco,2011,t,2740,A,Official figure,
504,Morocco,2012,t,2230,X,Figure from external organization,Unofficial figure
504,Morocco,2013,t,2626.73,I,Value imputed by a receiving agency,
504,Morocco,2014,t,2897.93,I,Value imputed by a receiving agency,
504,Morocco,2015,t,3126.79,I,Value imputed by a receiving agency,
504,Morocco,2016,t,2883.82,E,Estimated value,
504,Morocco,2017,t,3596.36,I,Value imputed by a receiving agency,
504,Morocco,2018,t,4047.98,I,Value imputed by a receiving agency,
504,Morocco,2019,t,5150,E,Estimated value,
504,Morocco,2020,t,5850,E,Estimated value,
504,Morocco,2021,t,5900,E,Estimated value,
504,Morocco,2022,t,6000,E,Estimated value,
504,Morocco,2023,t,5300,E,Estimated value,
504,Morocco,2024,t,4601.24,I,Value imputed by a receiving agency,
104,Myanmar,1961,t,6100,X,Figure from external organization,Unofficial figure
104,Myanmar,1962,t,6100,A,Official figure,
104,Myanmar,1963,t,8100,X,Figure from external organization,Unofficial figure
104,Myanmar,1964,t,8700,X,Figure from external organization,Unofficial figure
104,Myanmar,1965,t,7100,A,Official figure,
104,Myanmar,1966,t,9100,A,Official figure,
104,Myanmar,1967,t,10200,A,Official figure,
104,Myanmar,1968,t,11648,A,Official figure,
104,Myanmar,1969,t,16726,A,Official figure,
104,Myanmar,1970,t,13453,A,Official figure,
104,Myanmar,1971,t,9235,A,Official figure,
104,Myanmar,1972,t,8736,A,Official figure,
104,Myanmar,1973,t,10979,A,Official figure,
104,Myanmar,1974,t,17644,A,Official figure,
104,Myanmar,1975,t,19716,A,Official figure,
104,Myanmar,1976,t,16538,A,Official figure,
104,Myanmar,1977,t,20300,A,Official figure,
104,Myanmar,1978,t,14200,A,Official figure,
104,Myanmar,1979,t,14200,A,Official figure,
104,Myanmar,1980,t,26400,A,Official figure,
104,Myanmar,1981,t,16770,A,Official figure,
104,Myanmar,1982,t,15179,A,Official figure,
104,Myanmar,1983,t,15000,A,Official figure,
104,Myanmar,1984,t,23000,E,Estimated value,
104,Myanmar,1985,t,28653,A,Official figure,
104,Myanmar,1986,t,28532,A,Official figure,
104,Myanmar,1987,t,28033,A,Official figure,
104,Myanmar,1988,t,17128,A,Official figure,
104,Myanmar,1989,t,12720,A,Official figure,
104,Myanmar,1990,t,14337,A,Official figure,
104,Myanmar,1991,t,12934,A,Official figure,
104,Myanmar,1992,t,13051,A,Official figure,
104,Myanmar,1993,t,12477,A,Official figure,
104,Myanmar,1994,t,12138,A,Official figure,
104,Myanmar,1995,t,12000,A,Official figure,
104,Myanmar,1996,t,12000,E,Estimated value,
104,Myanmar,1997,t,13000,E,Estimated value,
104,Myanmar,1998,t,14000,E,Estimated value,
104,Myanmar,1999,t,15000,E,Estimated value,
104,Myanmar,2000,t,15000,E,Estimated value,
104,Myanmar,2001,t,14000,E,Estimated value,
104,Myanmar,2002,t,14000,A,Official figure,
104,Myanmar,2003,t,14000,A,Official figure,
104,Myanmar,2004,t,12000,X,Figure from external organization,Unofficial figure
104,Myanmar,2005,t,12000,X,Figure from external organization,Unofficial figure
104,Myanmar,2006,t,13000,X,Figure from external organization,Unofficial figure
104,Myanmar,2007,t,12000,X,Figure from external organization,Unofficial figure
104,Myanmar,2008,t,12800,E,Estimated value,
104,Myanmar,2009,t,13279,A,Official figure,
104,Myanmar,2010,t,13660,A,Official figure,
104,Myanmar,2011,t,11212,A,Official figure,
104,Myanmar,2012,t,11095.28,I,Value imputed by a receiving agency,
104,Myanmar,2013,t,12625.12,I,Value imputed by a receiving agency,
104,Myanmar,2014,t,13562.97,I,Value imputed by a receiving agency,
104,Myanmar,2015,t,12210.72,I,Value imputed by a receiving agency,
104,Myanmar,2016,t,12799.6,E,Estimated value,
104,Myanmar,2017,t,12939.5,I,Value imputed by a receiving agency,
104,Myanmar,2018,t,12902.14,I,Value imputed by a receiving agency,
104,Myanmar,2019,t,12868.31,I,Value imputed by a receiving agency,
104,Myanmar,2020,t,12800.33,I,Value imputed by a receiving agency,
104,Myanmar,2021,t,12784.77,I,Value imputed by a receiving agency,
104,Myanmar,2022,t,12827.9,I,Value imputed by a receiving agency,
104,Myanmar,2023,t,12823.22,I,Value imputed by a receiving agency,
104,Myanmar,2024,t,12818.54,I,Value imputed by a receiving agency,
554,New Zealand,1961,t,5000,E,Estimated value,
554,New Zealand,1962,t,5000,E,Estimated value,
554,New Zealand,1963,t,5000,E,Estimated value,
554,New Zealand,1964,t,5000,E,Estimated value,
554,New Zealand,1965,t,5000,E,Estimated value,
554,New Zealand,1966,t,10000,E,Estimated value,
554,New Zealand,1967,t,10000,E,Estimated value,
554,New Zealand,1968,t,10000,E,Estimated value,
554,New Zealand,1969,t,10000,E,Estimated value,
554,New Zealand,1970,t,4000,E,Estimated value,
554,New Zealand,1971,t,4000,E,Estimated value,
554,New Zealand,1972,t,4000,E,Estimated value,
554,New Zealand,1973,t,10000,E,Estimated value,
554,New Zealand,1974,t,15000,E,Estimated value,
554,New Zealand,1975,t,25000,E,Estimated value,
554,New Zealand,1976,t,20000,E,Estimated value,
554,New Zealand,1977,t,15000,E,Estimated value,
554,New Zealand,1978,t,15000,E,Estimated value,
554,New Zealand,1979,t,15000,E,Estimated value,
554,New Zealand,1980,t,3213,A,Official figure,
554,New Zealand,1981,t,5452,A,Official figure,
554,New Zealand,1982,t,3021,A,Official figure,
554,New Zealand,1983,t,2510,A,Official figure,
554,New Zealand,1984,t,3655,A,Official figure,
554,New Zealand,1985,t,3960,A,Official figure,
554,New Zealand,1986,t,4436,A,Official figure,
554,New Zealand,1987,t,8168,A,Official figure,
554,New Zealand,1988,t,6320,A,Official figure,
554,New Zealand,1989,t,5000,A,Official figure,
554,New Zealand,1990,t,6478,E,Estimated value,
554,New Zealand,1991,t,5714.16,I,Value imputed by a receiving agency,
554,New Zealand,1992,t,4900,A,Official figure,
554,New Zealand,1993,t,4300,A,Official figure,
554,New Zealand,1994,t,5200,A,Official figure,
554,New Zealand,1995,t,4900,A,Official figure,
554,New Zealand,1996,t,8900,A,Official figure,
554,New Zealand,1997,t,9000,E,Estimated value,
554,New Zealand,1998,t,8999.98,I,Value imputed by a receiving agency,
554,New Zealand,1999,t,10000,E,Estimated value,
554,New Zealand,2000,t,11110.63,I,Value imputed by a receiving agency,
554,New Zealand,2001,t,12198.84,I,Value imputed by a receiving agency,
554,New Zealand,2002,t,13162,A,Official figure,
554,New Zealand,2003,t,12100,A,Official figure,
554,New Zealand,2004,t,16006,A,Official figure,
554,New Zealand,2005,t,11500,A,Official figure,
554,New Zealand,2006,t,5700,A,Official figure,
554,New Zealand,2007,t,13709,A,Official figure,
554,New Zealand,2008,t,16187,A,Official figure,
554,New Zealand,2009,t,14000,E,Estimated value,
554,New Zealand,2010,t,11688,A,Official figure,
554,New Zealand,2011,t,9528,A,Official figure,
554,New Zealand,2012,t,11744,A,Official figure,
554,New Zealand,2013,t,9059.91,I,Value imputed by a receiving agency,
554,New Zealand,2014,t,6793,A,Official figure,
554,New Zealand,2015,t,8544,A,Official figure,
554,New Zealand,2016,t,15985,A,Official figure,
